Sector,Purchase
Finance,49702
Finance,70674
Finance,18892
Retail,59809
Finance,124500
Finance,12651
Finance,26029
Finance,9891
Retail,31760
Retail,46512
Finance,11438
Retail,44473
Retail,72869
Retail,108170
Finance,5001
Retail,4692
Retail,9719
Finance,435
Retail,14487
Finance,72545
Retail,12385
Retail,18427
Finance,19203
Finance,2123
Retail,35487
Retail,73291
Retail,20906
Retail,56059
Finance,4010
Retail,5034
Retail,11644
Finance,23790
Finance,41611
Retail,11021
Retail,38146
Finance,21422
Finance,16611
Retail,53867
Retail,16566
Finance,52404
Retail,7174
Finance,37203
Finance,14531
Finance,62869
Retail,45123
Finance,47861
Finance,19381
Retail,36443
Retail,5509
Finance,120063
Retail,103847
Finance,33553
Finance,9405
Retail,17972
Finance,76098
Finance,11714
Retail,23628
Retail,45052
Retail,243950
Retail,39387
Retail,7571
Retail,13761
Finance,76447
Finance,26036
Retail,31143
Finance,13087
Retail,25859
Finance,10097
Finance,67202
Finance,10387
Retail,63624
Retail,2907
Finance,9850
Retail,8537
Finance,16657
Finance,30142
Finance,17280
Retail,18813
Finance,25824
Finance,36441
Finance,118772
Retail,7884
Finance,25020
Retail,3907
Finance,51175
Retail,28060
Finance,9089
Finance,21509
Retail,73937
Retail,26197
Retail,53583
Finance,7771
Retail,29384
Retail,21124
Retail,8409
Finance,16053
Finance,5441
Finance,4215
Finance,21156
Finance,166779
Retail,77873
Retail,9329
Finance,1271
Retail,19208
Finance,18426
Retail,16162
Finance,55837
Retail,2994
Retail,10778
Retail,37576
Retail,1004
Retail,24290
Retail,37305
Retail,4324
Finance,2002
Retail,36890
Finance,28900
Retail,126834
Finance,32011
Retail,22948
Finance,24189
Retail,6165
Finance,39634
Finance,19298
Retail,67635
Retail,49775
Finance,30379
Finance,22326
Finance,15452
Retail,84387
Finance,82646
Finance,49264
Finance,4145
Retail,20649
Finance,3210
Finance,6700
Finance,83950
Finance,42537
Finance,25557
Finance,15074
Finance,3397
Finance,165924
Finance,127147
Retail,110097
Retail,11892
Finance,3303
Retail,16225
Finance,16587
Finance,4200
Retail,8775
Retail,670
Retail,53368
Retail,80550
Retail,4673
Retail,38923
Finance,29566
Finance,33266
Retail,42704
Retail,1648
Finance,47680
Retail,37506
Finance,54293
Retail,40270
Finance,82378
Retail,36003
Retail,37877
Retail,32324
Finance,1807
Finance,13565
Finance,10525
Retail,62118
Retail,89852
Finance,2134
Finance,118
Finance,62737
Retail,25143
Finance,13433
Retail,88634
Retail,54095
Finance,9861
Retail,8781
Retail,38043
Finance,33187
Retail,87564
Retail,21058
Retail,99942
Finance,45571
Retail,58563
Finance,40562
Finance,74680
Finance,11403
Finance,135320
Retail,21212
Retail,3933
Retail,32244
Finance,49100
Retail,2074
Retail,26514
Finance,28615
Retail,27929
Retail,34910
Retail,37565
Finance,20692
Finance,53272
Finance,288
Finance,11196
Finance,59872
Finance,57797
Retail,32661
Retail,14668
Retail,12185
Finance,51571
Retail,21079
Finance,21627
Retail,69258
Retail,881
Retail,20633
Retail,26279
Finance,31960
Finance,25417
Finance,75446
Finance,32103
Finance,61620
Finance,38869
Retail,44160
Finance,31189
Retail,162262
Finance,4203
Retail,13458
Finance,10998
Finance,84316
Finance,8237
Retail,83057
Finance,9296
Finance,18028
Retail,36570
Retail,4860
Retail,54635
Finance,76368
Retail,81717
Finance,276557
Retail,28015
Retail,2584
Finance,24503
Finance,30860
Retail,6903
Retail,45632
Finance,25516
Retail,59587
Finance,35179
Retail,63498
Retail,30586
Retail,11144
Retail,89383
Finance,92254
Retail,43565
Finance,13250
Finance,35769
Finance,2754
Finance,51138
Retail,239596
Retail,31369
Retail,35485
Finance,63032
Finance,24871
Finance,548
Finance,40437
Finance,73599
Retail,15995
Retail,59989
Finance,13881
Finance,1623
Finance,2309
Retail,29349
Finance,6918
Retail,29131
Retail,3151
Retail,89994
Finance,8393
Retail,22645
Finance,184579
Retail,18244
Retail,566
Retail,35367
Finance,30677
Finance,59436
Retail,31142
Retail,76787
Finance,2595
Retail,12546
Retail,70791
Finance,7904
Retail,120059
Retail,23044
Finance,96633
Finance,4712
Finance,67585
Retail,109907
Retail,129685
Finance,10620
Retail,100447
Retail,23506
Retail,4073
Finance,22857
Finance,3615
Retail,6898
Retail,45975
Retail,22345
Finance,42990
Retail,26509
Finance,82855
Retail,18380
Retail,1677
Finance,58648
Retail,82349
Finance,15601
Retail,57588
Retail,18868
Finance,11010
Retail,6714
Retail,27369
Finance,37297
Finance,75857
Retail,7023
Retail,26761
Finance,39484
Finance,83930
Finance,15295
Retail,81259
Retail,19021
Retail,2954
Finance,35361
Retail,5882
Finance,108667
Retail,87985
Finance,70322
Retail,7053
Finance,29947
Finance,7183
Finance,52674
Retail,13625
Retail,71631
Retail,19291
Retail,29548
Retail,37825
Retail,17956
Retail,24765
Retail,467
Retail,18857
Finance,3306
Finance,3461
Finance,6613
Retail,22965
Finance,20651
Retail,19138
Finance,727
Retail,33849
Retail,29520
Finance,75888
Retail,5141
Finance,34139
Retail,11103
Finance,28251
Retail,28716
Finance,9278
Finance,31702
Retail,156254
Finance,33198
Finance,89412
Retail,63784
Finance,1754
Retail,7222
Finance,9979
Finance,130312
Retail,3598
Finance,11524
Finance,9465
Finance,39046
Retail,10289
Finance,57914
Retail,2342
Finance,19980
Finance,1853
Retail,11904
Retail,9450
Finance,1716
Retail,34675
Finance,25840
Finance,28926
Retail,66555
Retail,60688
Finance,43106
Retail,113084
Finance,45193
Finance,3025
Retail,16828
Finance,58462
Retail,37965
Retail,70918
Retail,168
Retail,17582
Finance,23816
Finance,31913
Finance,24225
Retail,39941
Finance,34690
Retail,38651
Retail,107055
Finance,16640
Finance,52387
Retail,14848
Retail,15678
Finance,12277
Finance,52952
Retail,28718
Finance,5300
Retail,761
Retail,41651
Retail,8841
Retail,32889
Retail,23917
Retail,837
Finance,35565
Retail,54830
Retail,8126
Finance,19201
Finance,41594
Finance,48382
Finance,131915
Finance,10782
Finance,3503
Retail,63107
Finance,37945
Finance,39573
Finance,39614
Finance,13599
Finance,22483
Retail,18810
Finance,36188
Retail,107107
Finance,46160
Retail,71503
Finance,66566
Retail,4737
Finance,86538
Finance,57394
Finance,52092
Finance,25899
Finance,5699
Finance,24583
Retail,56335
Finance,20294
Retail,8906
Finance,295698
Retail,20743
Finance,24307
Finance,15254
Retail,36344
Retail,39633
Retail,110975
Finance,17630
Retail,61587
Retail,41779
Finance,154608
Finance,5257
Retail,84209
Finance,37344
Retail,38416
Retail,43177
Finance,72834
Finance,45265
Finance,56163
Finance,35431
Finance,56700
Finance,118485
Retail,5741
Finance,35350
Retail,30047
Retail,3253
Retail,29542
Retail,43968
Retail,20680
Retail,39480
Finance,79629
Retail,6219
Retail,38249
Retail,54120
Finance,77923
Retail,35271
Finance,10253
Finance,72433
Retail,30911
Finance,3494
Retail,204870
Finance,184
Finance,2450
Finance,2932
Retail,150998
Finance,4299
Retail,88378
Retail,72993
Finance,8591
Finance,47194
Retail,49010
Retail,17555
Finance,9893
Retail,38534
Retail,35991
Finance,5972
Retail,71120
Finance,4336
Retail,19159
Finance,4758
Finance,65653
Retail,22211
Finance,52636
Finance,18104
Retail,1376
Finance,133802
Finance,25769
Retail,27938
Finance,46891
Retail,131303
Retail,80648
Finance,76142
Finance,72125
Finance,47957
Finance,36807
Finance,2990
Retail,12628
Finance,24165
Finance,1293
Retail,4433
Retail,67106
Finance,28460
Retail,22261
Retail,95984
Retail,4804
Retail,79405
Retail,106754
Retail,60511
Retail,28200
Retail,140
Retail,29654
Finance,7438
Retail,108026
Finance,10464
Retail,17061
Finance,7050
Retail,51694
Retail,9241
Retail,104746
Finance,4194
Finance,25300
Finance,61337
Retail,9475
Retail,2451
Finance,22757
Retail,90068
Finance,21274
Retail,53687
Retail,26119
Retail,44496
Finance,33981
Retail,42959
Finance,22614
Retail,24705
Retail,13056
Retail,20499
Retail,45153
Retail,87419
Retail,16109
Retail,75448
Retail,32031
Retail,94033
Retail,5468
Retail,40512
Retail,15876
Finance,22314
Retail,47709
Finance,24604
Retail,59173
Finance,7397
Finance,20959
Retail,7107
Finance,8394
Finance,3726
Retail,43955
Finance,43234
Retail,1360
Retail,19623
Finance,82655
Finance,32158
Retail,43407
Retail,2905
Finance,6407
Retail,31773
Finance,6263
Finance,19702
Finance,118173
Retail,60301
Retail,59329
Finance,99681
Retail,58546
Retail,4831
Retail,7626
Finance,63805
Finance,20918
Finance,66711
Retail,117567
Retail,166187
Retail,24275
Retail,59206
Retail,6459
Finance,100311
Finance,50422
Retail,52774
Retail,64723
Retail,24857
Finance,18063
Retail,33150
Retail,56349
Finance,1691
Retail,27200
Finance,6991
Finance,52819
Retail,29224
Finance,579
Retail,28396
Finance,8359
Finance,95978
Finance,6737
Finance,10218
Finance,50194
Retail,6016
Finance,27418
Finance,8405
Finance,72741
Retail,20276
Retail,66357
Retail,98725
Retail,57399
Retail,25389
Finance,67912
Finance,58626
Retail,21798
Finance,13731
Retail,5063
Finance,38696
Finance,89636
Finance,7569
Retail,24175
Retail,3673
Finance,17792
Finance,2909
Retail,3354
Finance,35552
Finance,13280
Finance,49879
Retail,13219
Finance,61341
Finance,15433
Finance,68816
Finance,12808
Finance,25399
Retail,36738
Finance,348
Finance,18398
Retail,76240
Finance,70863
Retail,34865
Finance,38702
Finance,43177
Retail,50174
Retail,27457
Finance,3509
Retail,70574
Finance,11716
Retail,22430
Finance,21120
Retail,11636
Finance,65786
Retail,44689
Finance,18205
Finance,74259
Retail,36446
Finance,23078
Finance,23511
Retail,58847
Finance,70329
Retail,1455
Finance,46541
Finance,14763
Retail,19946
Finance,80237
Retail,2783
Finance,59129
Retail,29120
Finance,36587
Finance,19502
Retail,46845
Finance,56047
Retail,3003
Finance,32572
Finance,9569
Finance,8917
Finance,8011
Finance,53753
Retail,32025
Retail,2224
Finance,23351
Finance,17467
Finance,6640
Finance,85153
Finance,46222
Finance,49461
Finance,24486
Finance,1765
Retail,10042
Retail,115886
Finance,70401
Retail,25383
Retail,114466
Retail,27390
Retail,14619
Retail,2854
Finance,18304
Retail,81769
Retail,10139
Finance,26167
Finance,56017
Retail,38830
Retail,20568
Retail,25419
Retail,135052
Finance,11944
Finance,7240
Finance,39797
Finance,12938
Finance,62541
Retail,57577
Retail,10403
Retail,18950
Retail,19460
Retail,20374
Finance,26724
Retail,24190
Retail,5651
Finance,16766
Finance,6299
Retail,13396
Finance,33633
Retail,37668
Retail,2934
Finance,12745
Retail,2270
Retail,17656
Finance,10139
Finance,50186
Finance,22099
Retail,19560
Retail,14444
Finance,2209
Finance,7051
Finance,12788
Retail,20821
Finance,530
Retail,15233
Finance,12445
Retail,113935
Retail,3520
Retail,83747
Retail,22924
Retail,109172
Finance,8082
Finance,37754
Retail,37056
Finance,10271
Retail,20562
Finance,9306
Finance,1223
Finance,2056
Finance,109553
Finance,29236
Finance,6288
Retail,87876
Finance,281
Retail,511
Retail,21045
Retail,62233
Retail,38745
Finance,31570
Retail,48820
Finance,26569
Finance,2705
Finance,87609
Retail,67059
Retail,26516
Retail,50971
Retail,76104
Retail,12747
Retail,15496
Retail,10927
Retail,17798
Finance,94215
Retail,67
Retail,39695
Retail,38336
Retail,82366
Finance,61837
Finance,101549
Retail,40332
Retail,59364
Finance,42416
Retail,11713
Retail,4152
Finance,34137
Retail,99706
Finance,51954
Finance,5877
Retail,7390
Retail,67227
Retail,80548
Finance,19402
Finance,18114
Retail,7003
Retail,16487
Finance,102098
Retail,55056
Retail,17189
Finance,22043
Retail,49394
Retail,28109
Finance,21561
Retail,15129
Finance,749
Finance,21300
Retail,43302
Finance,13248
Finance,4361
Finance,3843
Finance,82819
Finance,34654
Retail,20275
Retail,12130
Finance,65430
Finance,12018
Finance,34548
Retail,50966
Retail,63656
Finance,317468
Finance,47489
Finance,162161
Retail,3734
Retail,23986
Finance,11034
Retail,42611
Finance,65716
Retail,24311
Retail,42976
Retail,41036
Finance,16100
Retail,77152
Finance,5794
Retail,23438
Finance,79976
Finance,30915
Retail,31501
Finance,34443
Retail,3134
Finance,28120
Retail,12200
Finance,11499
Finance,32201
Retail,61
Retail,95772
Retail,31662
Finance,30270
Finance,8579
Retail,24139
Retail,979
Retail,117871
Finance,72902
Finance,44060
Finance,28657
Retail,19717
Retail,36879
Retail,133139
Finance,29332
Finance,32099
Retail,6003
Finance,8510
Retail,10514
Finance,31010
Finance,46922
Retail,2592
Finance,7429
Finance,18482
Finance,47084
Retail,11929
Finance,31965
Finance,15711
Retail,2786
Finance,72668
Retail,62782
Finance,48856
Finance,16365
Retail,69829
Finance,24909
Finance,62577
Finance,30309
Finance,44951
Finance,16664
Finance,19504
Finance,85763
Retail,27486
Retail,88400
Retail,15517
Finance,60339
Finance,35023
Retail,22828
Finance,54085
Retail,56710
Finance,72566
Finance,23282
Finance,27144
Retail,7081
Retail,30502
Finance,6719
Finance,46470
Finance,13778
Finance,1463
Retail,4904
Finance,155345
Finance,56214
Retail,9906
Retail,3092
Finance,57161
Retail,12336
Retail,35226
Retail,7538
Retail,1538
Finance,30940
Retail,11410
Retail,15823
Finance,18217
Retail,79998
Finance,13402
Finance,52346
Finance,11768
Finance,20569
Retail,111895
Finance,13250
Retail,9941
Retail,81000
Retail,45105
Finance,69829
Retail,54488
Retail,18882
Retail,36671
Retail,44926
Finance,27326
Finance,86565
Finance,894
Retail,64334
Finance,26354
Retail,103754
Finance,23924
Retail,15143
Retail,69089
Retail,45292
Retail,36043
Retail,53557
Finance,12660
Finance,13348
Retail,5235
Retail,1195
Retail,123485
Finance,18769
Finance,58853
Finance,55637
Retail,9815
Finance,76509
Retail,28730
Finance,25669
Finance,118544
Finance,154182
Finance,28446
Finance,1953
Retail,67360
Finance,34425
Retail,36342
Retail,22122
Finance,46168
Finance,87864
Retail,34710
Retail,34595
Retail,35318
Finance,17253
Retail,17104
Retail,16823
Retail,1330
Retail,13279
Retail,50350
Finance,13944
Finance,6602
Finance,9191
Retail,50894
Finance,78777
Retail,13207
Finance,77672
Retail,152239
Finance,20216
Retail,20914
Finance,26361
Retail,8004
Retail,16218
Finance,45564
Finance,45944
Retail,17348
Retail,55673
Finance,73938
Retail,736
Retail,54359
Retail,85421
Finance,17486
Finance,39580
Finance,7843
Finance,134030
Retail,5664
Finance,145745
Retail,83006
Finance,11275
Finance,8058
Finance,14698
Finance,150924
Retail,63689
Finance,3913
Retail,22628
Retail,50248
Finance,87785
Finance,122941
Finance,25589
Retail,26771
Retail,25860
Retail,35506
Finance,58574
Retail,40776
Finance,243
Retail,15959
Retail,4573
Finance,35367
Retail,9317
Finance,8317
Retail,8901
Retail,60578
Finance,57541
Finance,21416
Retail,10509
Retail,55208
Retail,46836
Retail,8558
Finance,20077
Finance,51120
Finance,58302
Retail,28484
Retail,99872
Finance,133387
Retail,24732
Retail,15834
Finance,969
Retail,14215
Finance,26639
Finance,921
Retail,59183
Finance,160688
Finance,143115
Finance,60082
Finance,15234
Retail,55463
Retail,86278
Finance,1609
Retail,4522
Retail,5921
Retail,83194
Retail,3735
Retail,10272
Retail,65462
Retail,65517
Finance,19883
Retail,12416
Finance,64393
Finance,25998
Retail,21775
Finance,19195
Retail,8037
Finance,76899
Retail,105397
Retail,29374
Finance,4239
Retail,87826
Retail,6627
Retail,6780
Finance,36228
Finance,5315
Finance,12404
Retail,32269
Retail,27663
Finance,14296
Retail,44777
Finance,1042
Finance,19142
Retail,52493
Retail,8793
Finance,23068
Retail,69621
Finance,95021
Retail,11676
Retail,83696
Finance,105506
Finance,3467
Retail,48916
Finance,59593
Finance,118451
Finance,74684
Retail,104051
Finance,11010
Finance,14831
Retail,39771
Finance,53091
Retail,17009
Finance,19076
Retail,43724
Retail,55819
Retail,5515
Finance,1276
Finance,6472
Retail,59200
Retail,18337
Finance,42757
Finance,4692
Retail,49289
Retail,2527
Retail,62185
Retail,6175
Finance,93196
Retail,70814
Finance,49048
Retail,38775
Finance,38869
Retail,56938
Finance,36493
Finance,47783
Finance,189158
Retail,14686
Retail,49836
Finance,61097
Retail,57073
Retail,44921
Retail,29262
Retail,44266
Retail,3197
Finance,9986
Retail,28830
Finance,15010
Finance,21363
Retail,45983
Finance,21882
Finance,17064
Finance,53317
Retail,82538
Retail,84257
Finance,86338
Retail,14263
Retail,49012
Retail,81280
Retail,58514
Finance,33942
Retail,50015
Finance,71965
Retail,6883
Retail,16105
Retail,17443
Retail,7889
Retail,9228
Finance,4784
Retail,19770
Finance,35387
Retail,74834
Finance,2681
Finance,8580
Finance,95144
Finance,68650
Finance,171189
Retail,129374
Retail,10184
Retail,2126
Finance,42136
Retail,40980
Retail,30411
Finance,650
Finance,2225
Finance,22119
Retail,24785
Finance,67330
Finance,8185
Retail,14533
Finance,37420
Retail,69686
Retail,48138
Retail,61037
Finance,14134
Retail,5461
Retail,48534
Finance,5657
Finance,79282
Retail,10238
Retail,92056
Retail,9398
Finance,3366
Retail,61801
Finance,40575
Retail,82540
Finance,2229
Retail,6157
Finance,7657
Retail,2619
Retail,11609
Finance,68197
Retail,72868
Retail,61622
Finance,26255
Finance,4120
Finance,15994
Finance,15512
Retail,32725
Retail,16424
Retail,24645
Retail,53627
Finance,4600
Finance,83089
Retail,2007
Retail,73766
Finance,65595
Retail,18187
Retail,92509
Retail,29949
Retail,42739
Retail,11540
Retail,6429
Finance,14150
Finance,8471
Finance,10059
Retail,58904
Retail,24351
Finance,10596
Retail,1093
Retail,27923
Finance,1219
Finance,97549
Finance,12673
Retail,6811
Retail,66231
Retail,44101
Retail,41561
Finance,65898
Finance,56175
Retail,23591
Retail,3815
Retail,534
Finance,5624
Retail,49260
Finance,30045
Finance,14709
Finance,2345
Finance,11824
Retail,83748
Finance,298
Finance,125992
Retail,8228
Finance,12737
Retail,20979
Retail,21915
Retail,1394
Finance,2631
Finance,5716
Retail,18954
Retail,14082
Retail,98883
Retail,67973
Finance,522
Finance,5113
Retail,27054
Retail,10814
Finance,1794
Finance,29025
Finance,11607
Finance,11215
Retail,45951
Finance,115857
Retail,25833
Finance,15197
Finance,39460
Retail,10409
Finance,79280
Retail,34278
Retail,11464
Finance,158049
Finance,14088
Retail,10715
Retail,21472
Retail,5092
Finance,13704
Retail,39114
Retail,2228
Retail,26625
Finance,166675
Finance,50913
Finance,6997
Finance,22265
Finance,51688
Finance,13790
Retail,18592
Retail,142415
Retail,21833
Finance,10451
Finance,9848
Finance,24207
Retail,105176
Retail,50518
Retail,19368
Retail,137433
Retail,62663
Retail,4111
Finance,50336
Retail,68693
Retail,59474
Finance,50370
Finance,163105
Finance,1467
Retail,40618
Retail,60486
Retail,52352
Retail,14895
Retail,48881
Finance,13082
Finance,76566
Finance,18221
Finance,17485
Retail,5033
Finance,28336
Finance,47128
Finance,10843
Finance,26384
Retail,75758
Retail,45586
Retail,47542
Retail,11306
Finance,42108
Finance,10817
Retail,24330
Retail,95517
Finance,78403
Retail,122679
Retail,20410
Finance,5768
Finance,75519
Finance,81086
Retail,57948
Finance,7066
Finance,31257
Retail,35146
Retail,97667
Retail,68444
Finance,43227
Retail,29666
Finance,21458
Retail,26872
Finance,57572
Finance,3391
Retail,54837
Finance,9876
Retail,906
Retail,18675
Finance,92952
Finance,25676
Retail,5259
Finance,12183
Retail,60478
Retail,15684
Finance,12194
Retail,47339
Retail,13201
Finance,26595
Retail,40584
Finance,82665
Retail,886
Retail,16338
Retail,4237
Retail,36918
Finance,115509
Retail,17694
Retail,6287
Retail,123144
Retail,21439
Finance,90400
Finance,7783
Retail,94886
Retail,4021
Retail,36792
Retail,34401
Finance,15743
Finance,4773
Retail,78379
Finance,9071
Finance,13431
Retail,2923
Retail,15139
Finance,31228
Finance,63189
Retail,17127
Retail,693
Finance,40855
Retail,92637
Finance,3697
Finance,26668
Retail,7395
Finance,1121
Retail,107439
Retail,29475
Finance,41323
Finance,17643
Retail,41570
Finance,54373
Finance,6470
Finance,15459
Finance,23558
Finance,142788
Retail,21819
Finance,2432
Finance,2127
Retail,89724
Retail,5181
Finance,634
Retail,97168
Finance,117832
Finance,38415
Finance,30391
Retail,13225
Retail,8914
Finance,32308
Finance,50064
Finance,3295
Retail,9689
Finance,11104
Retail,6822
Retail,19514
Retail,14751
Retail,114115
Finance,51831
Finance,7718
Finance,47729
Retail,35189
Retail,5639
Finance,2701
Retail,9228
Finance,55216
Finance,20024
Finance,93716
Finance,12148
Retail,14427
Retail,101185
Finance,18729
Retail,196354
Finance,18735
Retail,22753
Retail,1866
Retail,18272
Retail,6396
Retail,116726
Finance,51875
Finance,4228
Retail,50232
Retail,10846
Finance,10119
Retail,25627
Finance,40792
Retail,67902
Retail,7160
Retail,79051
Finance,28882
Finance,216217
Finance,17652
Retail,38839
Finance,6231
Retail,2482
Finance,11220
Retail,20003
Retail,21528
Finance,74339
Finance,34152
Finance,22989
Finance,7998
Finance,122036
Finance,3222
Retail,37587
Finance,53225
Retail,21547
Finance,1426
Retail,50401
Retail,1943
Retail,9147
Finance,81286
Finance,61831
Finance,39040
Retail,25651
Finance,10060
Retail,91607
Finance,10380
Retail,52643
Retail,8284
Retail,46663
Retail,39737
Finance,128233
Finance,5335
Retail,54895
Retail,71906
Retail,4716
Retail,637
Finance,23832
Retail,20337
Retail,35745
Finance,36827
Finance,103853
Finance,24290
Retail,42243
Retail,32095
Finance,8954
Finance,13019
Finance,28670
Finance,118737
Finance,58009
Finance,16246
Retail,8109
Retail,83806
Finance,36682
Finance,27506
Finance,73559
Retail,46474
Retail,121821
Finance,67777
Retail,14347
Retail,27769
Retail,46479
Finance,69749
Retail,16733
Finance,119203
Finance,10821
Retail,101392
Finance,81766
Retail,2753
Retail,39477
Retail,3074
Finance,42295
Retail,6915
Finance,89441
Retail,52158
Finance,9950
Finance,67231
Finance,10970
Finance,7547
Retail,5338
Retail,58945
Finance,81562
Finance,16037
Finance,18467
Retail,27276
Retail,114876
Finance,20833
Finance,54509
Retail,92239
Finance,81335
Retail,2246
Finance,46741
Finance,39062
Finance,45023
Finance,14399
Finance,87768
Finance,54114
Finance,51930
Retail,138206
Finance,18596
Retail,38804
Finance,40656
Retail,6559
Retail,8784
Retail,44212
Retail,31095
Finance,7899
Finance,47212
Finance,29384
Retail,84282
Finance,9811
Finance,77146
Finance,70931
Retail,32264
Retail,22240
Retail,48250
Finance,37687
Finance,3846
Finance,31967
Finance,146676
Retail,12671
Retail,28738
Retail,26871
Finance,22797
Finance,6672
Finance,31911
Finance,12523
Finance,14422
Retail,5257
Retail,65455
Finance,39057
Finance,57066
Finance,9596
Finance,11235
Finance,133599
Finance,151699
Finance,28568
Finance,238
Finance,22179
Retail,26169
Finance,24007
Retail,3087
Finance,12511
Retail,55402
Finance,23611
Retail,32761
Retail,20567
Finance,48527
Retail,6508
Finance,53159
Finance,5522
Retail,50492
Finance,41059
Finance,28589
Finance,12956
Retail,53957
Finance,121761
Retail,8569
Retail,76550
Retail,2390
Retail,72936
Retail,134196
Retail,31407
Finance,96441
Finance,38889
Retail,139116
Retail,41445
Finance,34900
Retail,79273
Finance,124757
Finance,18678
Finance,13392
Finance,27872
Retail,4367
Finance,3932
Finance,14544
Finance,103078
Finance,32307
Finance,7222
Retail,46160
Finance,12320
Retail,3939
Retail,3697
Retail,56317
Finance,27668
Finance,8756
Finance,27601
Finance,35926
Retail,54968
Finance,44985
Finance,80691
Finance,8090
Retail,88849
Finance,112853
Retail,33132
Retail,3237
Retail,48106
Retail,7689
Finance,97500
Retail,95207
Finance,48772
Retail,9705
Retail,41654
Retail,82568
Finance,6668
Finance,191
Finance,29964
Retail,5364
Retail,51997
Finance,30341
Retail,20080
Retail,28947
Finance,6268
Retail,36484
Finance,12915
Finance,31508
Finance,45148
Finance,21441
Finance,18254
Retail,36654
Retail,64483
Retail,130520
Finance,8169
Retail,23042
Finance,13818
Finance,15624
Retail,48718
Finance,12707
Finance,89619
Retail,4772
Retail,1043
Retail,72431
Retail,18465
Retail,120208
Retail,43562
Retail,60720
Finance,1164
Finance,20726
Finance,2599
Finance,77153
Finance,37379
Finance,4167
Finance,154
Retail,42146
Finance,1479
Finance,8904
Finance,65530
Retail,145592
Retail,58004
Finance,1641
Retail,26454
Retail,11338
Finance,39819
Finance,7644
Finance,61032
Retail,49433
Finance,97918
Retail,2729
Finance,9995
Finance,13461
Retail,23451
Finance,6584
Retail,5715
Finance,30291
Retail,16441
Retail,1223
Retail,35352
Finance,139848
Retail,36392
Retail,75441
Retail,50320
Finance,20913
Finance,27545
Finance,33196
Retail,106280
Retail,97683
Finance,6107
Retail,18022
Retail,39835
Finance,9084
Finance,50324
Retail,125485
Finance,102481
Retail,44382
Retail,30244
Retail,147526
Retail,133887
Finance,80577
Retail,45127
Finance,47757
Retail,62666
Retail,10949
Finance,49884
Retail,9960
Finance,182395
Finance,20196
Retail,74523
Retail,27999
Retail,29002
Finance,54441
Finance,70138
Finance,101152
Retail,8513
Finance,49122
Retail,1143
Retail,4377
Finance,13731
Finance,27525
Finance,4950
Finance,18137
Finance,31178
Retail,37802
Retail,27362
Finance,93874
Finance,94150
Finance,69656
Finance,9381
Retail,87315
Finance,11147
Finance,65890
Retail,23161
Finance,1242
Finance,90463
Finance,19717
Retail,25414
Retail,44291
Retail,29737
Retail,65596
Retail,5082
Finance,15442
Retail,42907
Retail,14717
Retail,109257
Retail,22847
Retail,556
Retail,40784
Retail,3123
Retail,739
Finance,18300
Retail,41355
Finance,7689
Finance,25817
Retail,6903
Retail,8036
Retail,17026
Retail,62858
Retail,28935
Finance,2504
Finance,22911
Finance,15815
Finance,38771
Finance,27741
Retail,3814
Finance,35119
Retail,62670
Retail,5720
Retail,1085
Finance,262
Finance,22661
Retail,20276
Finance,94534
Retail,35938
Retail,144204
Finance,13432
Retail,107503
Retail,144678
Finance,7178
Retail,38009
Retail,135754
Retail,9736
Retail,115030
Retail,8068
Finance,4180
Finance,50961
Finance,12074
Finance,39730
Finance,6595
Retail,7841
Retail,38587
Retail,2467
Retail,62469
Retail,7413
Retail,52423
Finance,28125
Finance,17502
Finance,21786
Finance,5695
Retail,14655
Retail,16402
Retail,28335
Finance,12477
Finance,22168
Retail,16457
Finance,32395
Retail,10946
Retail,26440
Finance,3094
Finance,20777
Finance,29267
Retail,10122
Retail,21388
Retail,43292
Retail,40426
Retail,5129
Finance,8852
Finance,88893
Finance,61417
Retail,19006
Finance,3116
Retail,76133
Retail,37929
Finance,41847
Finance,13003
Finance,31689
Retail,33639
Finance,2781
Retail,11649
Finance,1699
Finance,49530
Finance,44263
Finance,63834
Retail,28047
Finance,102997
Retail,19771
Retail,55520
Finance,50755
Retail,85471
Finance,7011
Retail,31274
Retail,35328
Finance,54214
Retail,27733
Finance,66509
Retail,9995
Finance,42616
Retail,36348
Finance,24515
Finance,60493
Retail,26789
Finance,44505
Retail,34629
Retail,23070
Finance,16906
Retail,107993
Finance,63105
Retail,12534
Finance,131055
Retail,23133
Finance,11614
Retail,89658
Finance,25833
Finance,2437
Finance,44
Finance,85522
Finance,12719
Finance,4889
Retail,117888
Retail,11483
Retail,49108
Retail,131681
Retail,37455
Retail,29709
Finance,25559
Retail,30022
Finance,22828
Retail,20965
Retail,18161
Finance,10330
Finance,8181
Retail,24594
Finance,11645
Retail,21360
Finance,3929
Retail,59674
Finance,174199
Finance,20424
Finance,48875
Finance,6452
Retail,22693
Retail,31585
Retail,24847
Finance,65136
Finance,122591
Retail,17589
Finance,176260
Finance,101223
Finance,32975
Retail,75033
Retail,82639
Retail,42371
Retail,19454
Finance,42433
Finance,31036
Retail,360
Finance,12985
Retail,27539
Finance,11810
Retail,108421
Retail,113759
Finance,13468
Retail,28258
Finance,22896
Retail,83862
Retail,29764
Finance,20196
Retail,29042
Retail,2035
Finance,11470
Finance,55767
Finance,33921
Retail,10653
Retail,5088
Retail,6352
